Job Name,Company Name,Company Location,Job Description,Job Link
Pre Sales Engineer,Confidential,"Mokattam, Cairo, Egypt",Entry Level ∑ 1 - 1 Yrs of Exp ∑ Business Development ∑ IT/Software Development ∑ Business Development ∑ Pre-Sales ∑ sales skills ∑ Computer Science ∑ Technical Sales ∑ Sales,https://wuzzuf.net/jobs/p/U4RV4SzTLyQr-Pre-Sales-Engineer-Cairo-Egypt
Remote WordPress Developer - (Project-based),Whitecollars,"Cairo, Egypt",Not specified ∑ Creative/Design/Art ∑ IT/Software Development ∑ Engineering - Telecom/Technology ∑ Information Technology (IT) ∑ Computer Science ∑ PHP ∑ WordPress ∑ javaScript ∑ CSS ∑ HTML,https://wuzzuf.net/jobs/p/PXuMKNjtwwOq-Remote-WordPress-Developer---Project-based-Whitecollars-Cairo-Egypt
Technical Lead Software Engineer (Full Stack),Aman,"6th of October, Giza, Egypt",Experienced ∑ 6 - 10 Yrs of Exp ∑ IT/Software Development ∑ Engineering - Telecom/Technology ∑ Java ∑ Agile ∑ Angular ∑ JavaScript ∑ React ∑ Software Development ∑ Computer Science ∑ Engineering,https://wuzzuf.net/jobs/p/40n5bL7FycSK-Technical-Lead-Software-Engineer-Full-Stack-Aman-Giza-Egypt
Senior IT Infrastructure,Kellogg Tolaram Noodles Egypt LLC,"6th of October, Giza, Egypt",Experienced ∑ 3 - 8 Yrs of Exp ∑ Installation/Maintenance/Repair ∑ IT/Software Development ∑ Engineering - Telecom/Technology ∑ CCNA ∑ Cloud ∑ Computer Science ∑ Information Technology (IT) ∑ Infrastructure ∑ IT ∑ Software Development,https://wuzzuf.net/jobs/p/l6JBa02PhAWz-Senior-IT-Infrastructure-Kellogg-Tolaram-Noodles-Egypt-LLC-Giza-Egypt
Senior Business Intelligence Engineer,quTIP,"Heliopolis, Cairo, Egypt",Experienced ∑ 3 - 8 Yrs of Exp ∑ IT/Software Development ∑ Microsoft stack ∑ Computer Science ∑ Business Intelligence ∑ BI,https://wuzzuf.net/jobs/p/S8tjRk48GXUY-Senior-Business-Intelligence-Engineer-quTIP-Cairo-Egypt
ERP Technical Analyst (SAP ABAP & Ui5),Abdullah Abdulghani & Bros.Co. (AAB),"Doha, Qatar",Experienced ∑ IT/Software Development ∑ Analyst/Research ∑ Engineering - Telecom/Technology ∑ Information Technology (IT) ∑ Computer Science ∑ ERP ∑ Analysis ∑ Customer Service ∑ Accounting ∑ Customer Support,https://wuzzuf.net/jobs/p/S0Y7TZ4KuYoQ-ERP-Technical-Analyst-SAP-ABAP-Ui5-Abdullah-Abdulghani-Bros-Co-AAB-Doha-Qatar
Senior Presales Consultant - RS,Giza Arabia Systems,"Cairo, Egypt",Not specified ∑ IT/Software Development ∑ Sales/Retail ∑ Engineering - Telecom/Technology ∑ Sales ∑ Sales Skills ∑ Real Estate ∑ Sales Target ∑ Information Technology (IT) ∑ Computer Science ∑ Customer Service,https://wuzzuf.net/jobs/p/Re59g6bQFLCR-Senior-Presales-Consultant---RS-Giza-Arabia-Systems-Cairo-Egypt
QC Engineer (Chemist only),Uniboard,"Alsadat City, Monufya, Egypt",Entry Level ∑ 0 - 2 Yrs of Exp ∑ males_only ∑ Quality ∑ Analyst/Research ∑ Chemistry ∑ QC ∑ Quality Control ∑ Science,https://wuzzuf.net/jobs/p/UAXiV4QcoSxd-QC-Engineer-Chemist-only-Uniboard-Monufya-Egypt
Product Manager - MDA,Raya Trade & Distribution,"Cairo, Egypt",Not specified ∑ IT/Software Development ∑ Marketing/PR/Advertising ∑ Sales/Retail ∑ Product Management ∑ Marketing ∑ Sales ∑ Information Technology (IT) ∑ Computer Science ∑ Project Management ∑ Sales Skills,https://wuzzuf.net/jobs/p/Q1KHz8SRKZxN-Product-Manager---MDA-Raya-Trade-Distribution-Cairo-Egypt
Senior Business Analyst,Squadio,"Cairo, Egypt",Not specified ∑ IT/Software Development ∑ Analyst/Research ∑ Engineering - Telecom/Technology ∑ Information Technology (IT) ∑ Business Analysis ∑ Computer Science ∑ Analysis ∑ Business Development ∑ Sales ∑ Sales Skills,https://wuzzuf.net/jobs/p/pky6O2Pl0utq-Senior-Business-Analyst-Squadio-Cairo-Egypt
Software Project Coordinator,Informatique Education,"Cairo, Egypt",Experienced ∑ 2 - 4 Yrs of Exp ∑ IT/Software Development ∑ Project/Program Management ∑ Engineering - Telecom/Technology ∑ Computer Science ∑ Communication ∑ Information Technology (IT) ∑ Management ∑ Development ∑ negotiation skills ∑ Programming,https://wuzzuf.net/jobs/p/QEsbGj95Q8y2-Software-Project-Coordinator-Informatique-Education-Cairo-Egypt
ERP Product Owner,classera,"New Cairo, Cairo, Egypt",Manager ∑ 3 - 5 Yrs of Exp ∑ IT/Software Development ∑ Project/Program Management ∑ Analyst/Research ∑ Computer Science ∑ Information Technology (IT) ∑ Product Owner ∑ technical ∑ ERP,https://wuzzuf.net/jobs/p/gtqw9hIGRLf3-ERP-Product-Owner-classera-Cairo-Egypt
Software Technical Support / Application Support Engineer,eVision,"New Cairo, Cairo, Egypt",Entry Level ∑ 0 - 2 Yrs of Exp ∑ IT/Software Development ∑ Engineering - Telecom/Technology ∑ Computer Science ∑ SQL ∑ Oracle ∑ Microsoft SQL ∑ Networking ∑ Application Security ∑ Computer Engineering ∑ Technical Support,https://wuzzuf.net/jobs/p/MGgPiRvcqYvq-Software-Technical-Support-Application-Support-Engineer-eVision-Cairo-Egypt
Senior Software Engineer - ELT,Transguard group,"Dubai, United Arab Emirates",Not specified ∑ IT/Software Development ∑ Quality ∑ Engineering - Telecom/Technology ∑ Information Technology (IT) ∑ Computer Science ∑ Engineering ∑ Software Development ∑ Software Engineering ∑ Computer Engineering ∑ Quality Control,https://wuzzuf.net/jobs/p/jPnxximwbMrA-Senior-Software-Engineer---ELT-Transguard-group-Dubai-United-Arab-Emirates
Internship - Accounts Assistant (Finance and Accounting): Dubai,"NOV, Inc.","Dubai, United Arab Emirates",Not specified ∑ IT/Software Development ∑ Marketing/PR/Advertising ∑ Engineering - Telecom/Technology ∑ Marketing ∑ Information Technology (IT) ∑ Computer Science ∑ Startup ∑ Engineering ∑ Social Media ∑ Communication Skills,https://wuzzuf.net/jobs/p/gwyqrlvN8qT1-Internship---Accounts-Assistant-Finance-and-Accounting-Dubai-NOV-Inc-Dubai-United-Arab-Emirates
SOC Team Leader,Egyptian Banks Company,"Cairo, Egypt",Not specified ∑ IT/Software Development ∑ Sales/Retail ∑ Engineering - Telecom/Technology ∑ Sales ∑ Sales Skills ∑ Sales Target ∑ Information Technology (IT) ∑ Computer Science ∑ Customer Service ∑ Real Estate,https://wuzzuf.net/jobs/p/KdGOiHZapwqo-SOC-Team-Leader-Egyptian-Banks-Company-Cairo-Egypt
Senior Information Technology Specialist,Athear,"New Cairo, Cairo, Egypt",Experienced ∑ 3 - 5 Yrs of Exp ∑ IT/Software Development ∑ Engineering - Telecom/Technology ∑ Computer Science ∑ Information Technology (IT) ∑ Software ∑ Programming ∑ Development ∑ IT ∑ English ∑ Software Development,https://wuzzuf.net/jobs/p/wiDnJu5nNlWi-Senior-Information-Technology-Specialist-Athear-Cairo-Egypt
Telecommunication Support Engineer Senior Supervisor,Xceed Contact Center,"Giza, Egypt",Manager ∑ 6 - 6 Yrs of Exp ∑ Engineering - Construction/Civil/Architecture ∑ Java ∑ Computer Science ∑ SQL ∑ Python,https://wuzzuf.net/jobs/p/78Yi6IJgnp1A-Telecommunication-Support-Engineer-Senior-Supervisor-Xceed-Contact-Center-Giza-Egypt
Programme Policy Officer -Crises Response,World Food Program - Other locations,"Cairo, Egypt",Not specified ∑ Accounting/Finance ∑ Administration ∑ Operations/Management ∑ microsoft office ∑ administration ∑ accounting ∑ finance ∑ management ∑ english ∑ operations,https://wuzzuf.net/jobs/p/ac8EdZgIheMf-Programme-Policy-Officer--Crises-Response-World-Food-Program---Other-locations-Cairo-Egypt
Software Quality Assurance Specialist,dopay,"Downtown, Cairo, Egypt",Experienced ∑ 3+ Yrs of Exp ∑ IT/Software Development ∑ Quality ∑ Engineering - Telecom/Technology ∑ Computer Science ∑ Engineering ∑ English ∑ Information Technology (IT) ∑ Quality Assurance ∑ QA ∑ Agile,https://wuzzuf.net/jobs/p/b05JlJo7pLjs-Software-Quality-Assurance-Specialist-dopay-Cairo-Egypt
IT Help Desk,Amer Vision Group,"Sheraton, Cairo, Egypt",Entry Level ∑ 1 - 3 Yrs of Exp ∑ Installation/Maintenance/Repair ∑ IT/Software Development ∑ Engineering - Telecom/Technology ∑ Computer Engineering ∑ computer ∑ Computer Science ∑ Help desk ∑ Engineering ∑ Information technology ∑ Information Technology (IT),https://wuzzuf.net/jobs/p/Zid08K4rF389-IT-Help-Desk-Amer-Vision-Group-Cairo-Egypt
Security Architect,Sscegypt,"Cairo, Egypt",Not specified ∑ Engineering - Construction/Civil/Architecture ∑ IT/Software Development ∑ Engineering - Telecom/Technology ∑ Information Technology (IT) ∑ Computer Science ∑ Engineering ∑ Ansible ∑ CCIE ∑ CISSP ∑ EC2,https://wuzzuf.net/jobs/p/8hlkBjdVnICy-Security-Architect-Sscegypt-Cairo-Egypt
Business Development Analyst,Al Futtaim Group,"Dubai, United Arab Emirates",Not specified ∑ Business Development ∑ IT/Software Development ∑ Sales/Retail ∑ Business Development ∑ Sales ∑ Sales Skills ∑ Sales Target ∑ Marketing ∑ Information Technology (IT) ∑ Business Analysis,https://wuzzuf.net/jobs/p/N7j2mx0mPZNW-Business-Development-Analyst-Al-Futtaim-Group-Dubai-United-Arab-Emirates
Intern - HR Officer,Giesecke & Devrient GmbH,"Dubai, United Arab Emirates",Not specified ∑ Accounting/Finance ∑ Marketing/PR/Advertising ∑ Media/Journalism/Publishing ∑ Accounting ∑ Finance ∑ Auditing ∑ Marketing ∑ Microsoft Office ∑ Financial Analysis ∑ Social Media,https://wuzzuf.net/jobs/p/HOSgkb33YaAq-Intern---HR-Officer-Giesecke-Devrient-GmbH-Dubai-United-Arab-Emirates
Supply Chain Senior Associate - Cairo Business Services,Pepsi,"Cairo, Egypt",Not specified ∑ IT/Software Development ∑ Logistics/Supply Chain ∑ Engineering - Mechanical/Electrical ∑ Supply Chain ∑ Logistics ∑ Engineering ∑ Microsoft Office ∑ SAP ∑ Purchasing ∑ Shipping,https://wuzzuf.net/jobs/p/zIUHXr4xLcQ8-Supply-Chain-Senior-Associate---Cairo-Business-Services-Pepsi-Cairo-Egypt
Network Engineer - Saudi,Juniper Networks,"Riyadh, Saudi Arabia",Not specified ∑ Installation/Maintenance/Repair ∑ IT/Software Development ∑ Engineering - Telecom/Technology ∑ Information Technology (IT) ∑ Computer Science ∑ Engineering ∑ Networking ∑ Computer Engineering ∑ Networks ∑ Installation,https://wuzzuf.net/jobs/p/Xwk6STpRIZW7-Network-Engineer---Saudi-Juniper-Networks-Riyadh-Saudi-Arabia
Senior Delivery Manager (Marine & Coastal),Black & Grey HR Consultancy FZE,"Abu Dhabi, United Arab Emirates",Not specified ∑ IT/Software Development ∑ Project/Program Management ∑ Sales/Retail ∑ Sales ∑ Customer Service ∑ Sales Skills ∑ Information Technology (IT) ∑ Project Management ∑ Computer Science ∑ Customer Support,https://wuzzuf.net/jobs/p/lh9GMoPCw87O-Senior-Delivery-Manager-Marine-Coastal-Black-Grey-HR-Consultancy-FZE-Abu-Dhabi-United-Arab-Emirates
Technical Lead,DXC.technology,"Riyadh, Saudi Arabia",Not specified ∑ IT/Software Development ∑ Operations/Management ∑ Engineering - Telecom/Technology ∑ Information Technology (IT) ∑ Computer Science ∑ Software Development ∑ Computer Engineering ∑ Engineering ∑ Java ∑ Software Engineering,https://wuzzuf.net/jobs/p/ZbGyr0oBHjYg-Technical-Lead-DXC-technology-Riyadh-Saudi-Arabia
Sales Team Lead - Western,Roche,"Jeddah, Saudi Arabia",Not specified ∑ IT/Software Development ∑ Sales/Retail ∑ Engineering - Telecom/Technology ∑ Sales ∑ Sales Skills ∑ Sales Target ∑ Real Estate ∑ Information Technology (IT) ∑ Computer Science ∑ Customer Service,https://wuzzuf.net/jobs/p/AB0S8qcThqOm-Sales-Team-Lead---Western-Roche-Jeddah-Saudi-Arabia
Operations Support Specialist: Dammam,"National Oilwell Varco, Inc.","Riyadh, Saudi Arabia",Not specified ∑ Customer Service/Support ∑ Operations/Management ∑ Engineering - Telecom/Technology ∑ Customer Support ∑ Customer Care ∑ Customer Service ∑ Administration ∑ Operations ∑ Operations Support ∑ Startup,https://wuzzuf.net/jobs/p/o5XfL1S9TCTz-Operations-Support-Specialist-Dammam-National-Oilwell-Varco-Inc-Riyadh-Saudi-Arabia
Quality Controller,Transguard group,"Dubai, United Arab Emirates",Not specified ∑ IT/Software Development ∑ Quality ∑ Engineering - Telecom/Technology ∑ Quality Control ∑ Quality Assurance ∑ Quality ∑ Engineering ∑ QC ∑ Computer Science ∑ Information Technology (IT),https://wuzzuf.net/jobs/p/9aFTECwxAgnA-Quality-Controller-Transguard-group-Dubai-United-Arab-Emirates
Database Administrator (DBA),Persistence Recruitment,"Riyadh, Saudi Arabia",Not specified ∑ Installation/Maintenance/Repair ∑ IT/Software Development ∑ Engineering - Telecom/Technology ∑ Information Technology (IT) ∑ Computer Science ∑ SQL ∑ Oracle ∑ Database Administration ∑ Database ∑ Linux,https://wuzzuf.net/jobs/p/qLNbzb24vwjf-Database-Administrator-DBA-Persistence-Recruitment-Riyadh-Saudi-Arabia
Web Developer,SSC,"Cairo, Egypt",Not specified ∑ Creative/Design/Art ∑ IT/Software Development ∑ Engineering - Telecom/Technology ∑ Information Technology (IT) ∑ Computer Science ∑ Web Development ∑ Software Development ∑ javaScript ∑ Software Engineering ∑ CSS,https://wuzzuf.net/jobs/p/ZW5L0jMTIrip-Web-Developer-SSC-Aggregated-Cairo-Egypt
Senior ERP Administrator,Abdullah Abdulghani & Bros.Co. (AAB),"Doha, Qatar",Experienced ∑ 10+ Yrs of Exp ∑ Installation/Maintenance/Repair ∑ IT/Software Development ∑ Engineering - Telecom/Technology ∑ Information Technology (IT) ∑ Computer Science ∑ ERP ∑ Engineering ∑ Computer Engineering ∑ Linux ∑ System Administration,https://wuzzuf.net/jobs/p/TzBms9NMeGgg-Senior-ERP-Administrator-Abdullah-Abdulghani-Bros-Co-AAB-Doha-Qatar
Junior Elasticsearch,DXC.technology,"Cairo, Egypt",Not specified ∑ IT/Software Development ∑ Engineering - Telecom/Technology ∑ computer science ∑ information technology (it) ∑ software development ∑ agile ∑ elasticsearch,https://wuzzuf.net/jobs/p/vRNOpFgmX0Vb-Junior-Elasticsearch-DXC-technology-Cairo-Egypt
Senior Presales Engineer,Giza Arabia Systems,"Cairo, Egypt",Not specified ∑ IT/Software Development ∑ Engineering - Telecom/Technology ∑ Engineering - Mechanical/Electrical ∑ Engineering ∑ Information Technology (IT) ∑ Computer Science ∑ Software Engineering ∑ Software Development ∑ Sales ∑ Computer Engineering,https://wuzzuf.net/jobs/p/LFFHJUVpeBn2-Senior-Presales-Engineer-Giza-Arabia-Systems-Cairo-Egypt
Full Stack Software Developer,Cubic Information Systems,"New Cairo, Cairo, Egypt",Experienced ∑ 1 - 3 Yrs of Exp ∑ IT/Software Development ∑ Engineering - Telecom/Technology ∑ Angular ∑ Computer Science ∑ Full Stack ∑ Programming ∑ Software Development,https://wuzzuf.net/jobs/p/h2uqTxISOnwN-Full-Stack-Software-Developer-Cubic-Information-Systems-Cairo-Egypt
Business Development Manager - Government/Public sector,IQVIA,"Riyadh, Saudi Arabia",Not specified ∑ Business Development ∑ Marketing/PR/Advertising ∑ Sales/Retail ∑ Business Development ∑ Sales ∑ Sales Skills ∑ Sales Target ∑ Marketing ∑ Customer Service ∑ Customer Support,https://wuzzuf.net/jobs/p/TDb0b9o2Nk8o-Business-Development-Manager---GovernmentPublic-sector-IQVIA-Riyadh-Saudi-Arabia
Business Intelligence Engineer,Amazon Middle East and North Africa FZ-LLC - F52,"Dubai, United Arab Emirates",Not specified ∑ Business Development ∑ IT/Software Development ∑ Engineering - Telecom/Technology ∑ Computer Science ∑ Information Technology (IT) ∑ Engineering ∑ Business Intelligence ∑ Business Development ∑ SQL ∑ BI,https://wuzzuf.net/jobs/p/CZIAACoRzDeJ-Business-Intelligence-Engineer-Amazon-Middle-East-and-North-Africa-FZ-LLC---F52-Dubai-United-Arab-Emirates
Team Lead (Supervisor)(English/Turkish Support),IntouchCX,"Cairo, Egypt",Not specified ∑ IT/Software Development ∑ Sales/Retail ∑ Engineering - Telecom/Technology ∑ Information Technology (IT) ∑ Computer Science ∑ Software Development ∑ Software Engineering ∑ Computer Engineering ∑ Agile ∑ javaScript,https://wuzzuf.net/jobs/p/f9Ojva5cWGFl-Team-Lead-SupervisorEnglishTurkish-Support-IntouchCX-Cairo-Egypt
Team Lead (Supervisor)(English/Portuguese Support),IntouchCX,"Cairo, Egypt",Not specified ∑ IT/Software Development ∑ Sales/Retail ∑ Engineering - Telecom/Technology ∑ Information Technology (IT) ∑ Computer Science ∑ Software Development ∑ Software Engineering ∑ Computer Engineering ∑ Agile ∑ javaScript,https://wuzzuf.net/jobs/p/NcqzvgWuLN4Y-Team-Lead-SupervisorEnglishPortuguese-Support-IntouchCX-Cairo-Egypt
Team Lead (Supervisor)(English/French Support),IntouchCX,"Cairo, Egypt",Not specified ∑ IT/Software Development ∑ Sales/Retail ∑ Engineering - Telecom/Technology ∑ Information Technology (IT) ∑ Computer Science ∑ Software Development ∑ Software Engineering ∑ Computer Engineering ∑ Agile ∑ javaScript,https://wuzzuf.net/jobs/p/4Qq0TZPSFhOw-Team-Lead-SupervisorEnglishFrench-Support-IntouchCX-Cairo-Egypt
Sales Team Lead - Western,Productos Roche S.A. Q. e I,"Jeddah, Saudi Arabia",Not specified ∑ IT/Software Development ∑ Sales/Retail ∑ Engineering - Telecom/Technology ∑ Sales ∑ Sales Skills ∑ Sales Target ∑ Real Estate ∑ Information Technology (IT) ∑ Computer Science ∑ Customer Service,https://wuzzuf.net/jobs/p/7kdvZ6e4CKiv-Sales-Team-Lead---Western-Productos-Roche-S-A-Q-e-I-Jeddah-Saudi-Arabia
Network And Security Engineer,Power International Holding,"Doha, Qatar",Experienced ∑ Installation/Maintenance/Repair ∑ IT/Software Development ∑ Engineering - Telecom/Technology ∑ Information Technology (IT) ∑ Computer Science ∑ Engineering ∑ Networking ∑ Computer Engineering ∑ CCNA ∑ Networks,https://wuzzuf.net/jobs/p/aPm1PjZu82ZD-Network-And-Security-Engineer-Power-International-Holding-Doha-Qatar
Senior Researcher,Tencent,"Dubai, United Arab Emirates",Not specified ∑ Marketing/PR/Advertising ∑ Analyst/Research ∑ Sales/Retail ∑ Market Research ∑ Research ∑ Marketing ∑ Sales ∑ Sales Skills ∑ Computer Science ∑ Analysis,https://wuzzuf.net/jobs/p/eVGOLda2GHv0-Senior-Researcher-Tencent-Dubai-United-Arab-Emirates
Microsoft System Administrator (Nationals only),DeepSource,"Riyadh, Saudi Arabia",Not specified ∑ Installation/Maintenance/Repair ∑ IT/Software Development ∑ Engineering - Telecom/Technology ∑ Information Technology (IT) ∑ Computer Science ∑ System Administration ∑ Engineering ∑ Installation ∑ Linux ∑ Microsoft Office,https://wuzzuf.net/jobs/p/bYQjiJToZrLn-Microsoft-System-Administrator-Nationals-only-DeepSource-Riyadh-Saudi-Arabia
Senior Laravel Developer,Enegix,"Alexandria, Egypt",Senior Management ∑ 3 - 5 Yrs of Exp ∑ IT/Software Development ∑ Engineering - Telecom/Technology ∑ Computer Science ∑ developer ∑ Laravel ∑ laravel developer ∑ Software Engineering ∑ Software Development ∑ Senior Developer,https://wuzzuf.net/jobs/p/eZ80zM1ve5TZ-Senior-Laravel-Developer-Enegix-Alexandria-Egypt
Technical Support Administrator,Abdullah Abdulghani & Bros.Co. (AAB),"Doha, Qatar",Not specified ∑ Customer Service/Support ∑ IT/Software Development ∑ Engineering - Telecom/Technology ∑ Technical Support ∑ Information Technology (IT) ∑ Computer Science ∑ Customer Service ∑ Customer Support ∑ Customer Care ∑ Engineering,https://wuzzuf.net/jobs/p/H7cefYbO8oPF-Technical-Support-Administrator-Abdullah-Abdulghani-Bros-Co-AAB-Doha-Qatar
IT Administrator - Infrastructure,Sidra Medicine,"Doha, Qatar",Not specified ∑ Installation/Maintenance/Repair ∑ IT/Software Development ∑ Engineering - Telecom/Technology ∑ Information Technology (IT) ∑ Computer Science ∑ Engineering ∑ System Administration ∑ Network Administration ∑ Computer Engineering ∑ Installation,https://wuzzuf.net/jobs/p/mcZUaEA0X1X7-IT-Administrator---Infrastructure-Sidra-Medicine-Doha-Qatar
Regulatory Affairs & Quality Assurance Lead,Imdad,"Riyadh, Saudi Arabia",Not specified ∑ Administration ∑ Medical/Healthcare ∑ Pharmaceutical ∑ Regulatory Affairs ∑ Pharmacy ∑ Science ∑ Pharmaceutical ∑ Administration ∑ Medical ∑ English,https://wuzzuf.net/jobs/p/aJLLUBh6eKaK-Regulatory-Affairs-Quality-Assurance-Lead-Imdad-Riyadh-Saudi-Arabia
"Engineer II, Cost Job",Tasnee,"Jubail, Saudi Arabia",Not specified ∑ Engineering - Construction/Civil/Architecture ∑ Project/Program Management ∑ Engineering - Mechanical/Electrical ∑ Engineering ∑ Civil Engineering ∑ Cost Control ∑ Construction ∑ Project Management ∑ Primavera ∑ Planning,https://wuzzuf.net/jobs/p/sBJjqMUAT4Bi-Engineer-II-Cost-Job-Tasnee-Jubail-Saudi-Arabia
Software Developer,Misr Elkheir Foundation,"Mokattam, Cairo, Egypt",Entry Level ∑ 1 - 2 Yrs of Exp ∑ males_preferred ∑ IT/Software Development ∑ Engineering - Telecom/Technology ∑ PHP ∑ HTML ∑ Software Engineering ∑ Software Development ∑ jQuery ∑ HTML5 ∑ CSS3 ∑ Information Technology (IT),https://wuzzuf.net/jobs/p/hS5nz4CthTFG-Software-Developer-Misr-Elkheir-Foundation-Cairo-Egypt
HSE Advisor,"Oceaneering International, Inc","Doha, Qatar",Not specified ∑ Legal ∑ Quality ∑ Engineering - Mechanical/Electrical ∑ quality ∑ engineering ∑ quality assurance ∑ hse ∑ legal ∑ health ∑ iso,https://wuzzuf.net/jobs/p/U7l7ihn8dxLO-HSE-Advisor-Oceaneering-International-Inc-Doha-Qatar
Senior SEO Specialist,TIS,"Cairo, Egypt",Not specified ∑ Human Resources ∑ Marketing/PR/Advertising ∑ Media/Journalism/Publishing ∑ Marketing ∑ Social Media ∑ SEO ∑ E-marketing ∑ Digital Marketing ∑ Media ∑ Human Resources (HR),https://wuzzuf.net/jobs/p/gOiyTFVzVR7f-Senior-SEO-Specialist-TIS-Cairo-Egypt
IT Manager,Fort Capital,"Maadi, Cairo, Egypt",Manager ∑ 15 - 20 Yrs of Exp ∑ males_only ∑ IT/Software Development ∑ Project/Program Management ∑ Engineering - Telecom/Technology ∑ Computer Science ∑ Information Technology (IT) ∑ IT Manager ∑ Computer Engineering ∑ IT ∑ Network Administration ∑ Network Security,https://wuzzuf.net/jobs/p/mQHLq9GEgiur-IT-Manager-Fort-Capital-Cairo-Egypt
Product Executive/Specialist - Soft Tissue Management (Abu Dhabi),Zahrawi Group,"Abu Dhabi, United Arab Emirates",Not specified ∑ Medical/Healthcare ∑ Sales/Retail ∑ Pharmaceutical ∑ Sales ∑ Sales Skills ∑ Pharmacy ∑ Medical ∑ Science ∑ Sales Target ∑ Outdoor Sales,https://wuzzuf.net/jobs/p/iAkGyB2dgP6m-Product-ExecutiveSpecialist---Soft-Tissue-Management-Abu-Dhabi-Zahrawi-Group-Abu-Dhabi-United-Arab-Emirates
Talent Management Tower Lead | MAF Global Solutions,MAJID AL FUTTAIM,"Cairo, Egypt",Not specified ∑ IT/Software Development ∑ Sales/Retail ∑ Engineering - Telecom/Technology ∑ information technology (it) ∑ computer science ∑ sales ∑ sales skills ∑ operations ∑ mba ∑ management,https://wuzzuf.net/jobs/p/fzSOqRmBB0mg-Talent-Management-Tower-Lead-MAF-Global-Solutions-MAJID-AL-FUTTAIM-Cairo-Egypt
Product Executive/Specialist - Soft Tissue Management (Dubai & NE),Zahrawi Group,"Dubai, United Arab Emirates",Not specified ∑ Medical/Healthcare ∑ Sales/Retail ∑ Pharmaceutical ∑ Sales ∑ Sales Skills ∑ Pharmacy ∑ Medical ∑ Science ∑ Sales Target ∑ Outdoor Sales,https://wuzzuf.net/jobs/p/wiCAj6priZjM-Product-ExecutiveSpecialist---Soft-Tissue-Management-Dubai-NE-Zahrawi-Group-Dubai-United-Arab-Emirates
Senior Content Specialist,TIS,"Cairo, Egypt",Not specified ∑ Human Resources ∑ Marketing/PR/Advertising ∑ Media/Journalism/Publishing ∑ Marketing ∑ Social Media ∑ E-marketing ∑ Human Resources (HR) ∑ Media ∑ Digital Marketing ∑ Microsoft Office,https://wuzzuf.net/jobs/p/rGVYgGuEUnLP-Senior-Content-Specialist-TIS-Cairo-Egypt
Field Engineer II - Directional Drilling,Halliburton,"Qatif, Saudi Arabia",Not specified ∑ Installation/Maintenance/Repair ∑ Engineering - Telecom/Technology ∑ Engineering - Mechanical/Electrical ∑ Engineering ∑ Electrical Engineering ∑ Information Technology (IT) ∑ Computer Science ∑ Maintenance ∑ Installation ∑ Telecommunication,https://wuzzuf.net/jobs/p/WT4n2jVt8imX-Field-Engineer-II---Directional-Drilling-Halliburton-Qatif-Saudi-Arabia
Field Engineer I - MWD/LWD,Halliburton,"Qatif, Saudi Arabia",Not specified ∑ Installation/Maintenance/Repair ∑ Engineering - Telecom/Technology ∑ Engineering - Mechanical/Electrical ∑ Engineering ∑ Electrical Engineering ∑ Information Technology (IT) ∑ Computer Science ∑ Maintenance ∑ Installation ∑ Mechanical Engineering,https://wuzzuf.net/jobs/p/jBEMlBoKVRqv-Field-Engineer-I---MWDLWD-Halliburton-Qatif-Saudi-Arabia
Senior Software Tester,Talaat Moustafa Group,"Madinaty, Cairo, Egypt",Experienced ∑ 2 - 5 Yrs of Exp ∑ IT/Software Development ∑ Quality ∑ Engineering - Telecom/Technology ∑ Computer Science ∑ Development ∑ Information Technology (IT) ∑ Integration ∑ Management ∑ quality ∑ Software,https://wuzzuf.net/jobs/p/3dYIW8KVrwNN-Senior-Software-Tester-Talaat-Moustafa-Group-Cairo-Egypt
EH&S Safety Officer,Harsco Corporation,"Suez, Egypt",Not specified ∑ Quality ∑ Engineering - Mechanical/Electrical ∑ Engineering - Other ∑ EHS ∑ Engineering ∑ Health &amp; Safety ∑ Quality ∑ Quality Control ∑ Science ∑ Manufacturing,https://wuzzuf.net/jobs/p/zhxTUdPg9UmO-EHS-Safety-Officer-Harsco-Corporation-Suez-Egypt
Senior Product Director,Careem,"Dubai, United Arab Emirates",Not specified ∑ IT/Software Development ∑ Marketing/PR/Advertising ∑ Engineering - Telecom/Technology ∑ Information Technology (IT) ∑ Marketing ∑ Computer Science ∑ Engineering ∑ Sales ∑ UX ∑ Product Management,https://wuzzuf.net/jobs/p/1N9XhYDkg6PX-Senior-Product-Director-Careem-Dubai-United-Arab-Emirates
"Vendor Consultant - Italian, AVS-NOP",Amazon MENA,"Cairo, Egypt",Not specified ∑ IT/Software Development ∑ Engineering - Telecom/Technology ∑ Engineering - Mechanical/Electrical ∑ engineering ∑ information technology (it) ∑ computer science ∑ sales ∑ management ∑ operations ∑ planning,https://wuzzuf.net/jobs/p/IyrpXZTaPk2c-Vendor-Consultant---Italian-AVS-NOP-Amazon-MENA-Cairo-Egypt
